收费门架编号,门架名称,门架类型,门架种类,省界入/出口标识,纬度,经度,使用状态,门架HEX字符串,反向门架HEX字符串
G181337002001910010,穴坊-穴坊虚收费门架,路段收费门架,虚拟门架,,36.62777065,120.7411619,在用,3C4213,3D4212
G181337002001920010,穴坊虚-穴坊收费门架,路段收费门架,虚拟门架,,36.62768036,120.74126,在用,3D4212,3C4213
G181337002002010010,羊郡-羊郡虚收费门架,路段收费门架,虚拟门架,,36.65746123,120.8284048,在用,3C4215,3D4214
G181337002002020010,羊郡虚-羊郡收费门架,路段收费门架,虚拟门架,,36.65750773,120.828589,在用,3D4214,3C4215
G181337002002110010,行村-行村虚收费门架,路段收费门架,虚拟门架,,36.67341865,120.9109111,在用,3C4217,3D4216
G181337002002120010,行村虚-行村收费门架,路段收费门架,虚拟门架,,36.67348698,120.9109587,在用,3D4216,3C4217
G181337002002210010,辛安-辛安虚收费门架,路段收费门架,虚拟门架,,36.67071937,120.999533,在用,3C421D,3D4218
G181337002002220010,辛安虚-辛安收费门架,路段收费门架,虚拟门架,,36.67078348,120.9994036,在用,3D4218,3C421D
G181337002002310010,海阳西-海阳西虚收费门架,路段收费门架,虚拟门架,,36.7279485,121.1205733,在用,3C4211,3D421E
G181337002002320010,海阳西虚-海阳西收费门架,路段收费门架,虚拟门架,,36.72792851,121.1207208,在用,3D421E,3C4211
G181337002002410010,海阳-海阳虚收费门架,路段收费门架,虚拟门架,,36.76043048,121.2028965,在用,3C4219,3D421C
G181337002002420010,海阳虚-海阳收费门架,路段收费门架,虚拟门架,,36.75496011,121.207041,在用,3D421C,3C4219
G181337002002510010,留格庄-留格庄虚收费门架,路段收费门架,虚拟门架,,36.77959703,121.3422305,在用,3C421B,3D421A
G181337002002520010,留格庄虚-留格庄收费门架,路段收费门架,虚拟门架,,36.77968521,121.34215,在用,3D421A,3C421B
G181337003000210020,店集-青龙威青立交门架,路段收费门架,实体门架,,36.58054014,120.6618894,在用,3C4101,3D410C
G181337003000310030,青龙威青立交-威青华山门架,路段收费门架,实体门架,,36.5068266,120.5477951,在用,3C4102,3D410B
G181337003000410040,威青华山-灵山门架,路段收费门架,实体门架,,36.50354,120.506907,在用,3C4103,3D410A
G181337003000510050,灵山-长直门架,路段收费门架,实体门架,,36.49479756,120.4603058,在用,3C4104,3D4109
G181337003000610060,长直-普东南枢纽门架,路段收费门架,实体门架,,36.46095399,120.3915864,在用,3C4105,3D4108
G181337003000710070,普东南枢纽-王演庄枢纽门架,路段收费门架,实体门架,,36.421835,120.319222,在用,3C4106,3D4107
G181337003000820080,王演庄枢纽-普东南枢纽门架,路段收费门架,实体门架,,36.421629,120.318154,在用,3D4107,3C4106
G181337003000920090,普东南枢纽-长直门架,路段收费门架,实体门架,,36.46023127,120.3910136,在用,3D4108,3C4105
G181337003001020100,长直-灵山门架,路段收费门架,实体门架,,36.49461552,120.4597328,在用,3D4109,3C4104
G181337003001120110,灵山-威青华山门架,路段收费门架,实体门架,,36.503008,120.5052,在用,3D410A,3C4103
G181337003001220120,威青华山-青龙威青立交门架,路段收费门架,实体门架,,36.5065648,120.5468861,在用,3D410B,3C4102
G181337003001320130,青龙威青立交-店集门架,路段收费门架,实体门架,,36.579982,120.661131,在用,3D410C,3C4101
G181337003001510010,长直-长直虚收费门架,路段收费门架,虚拟门架,,36.46561365,120.4018501,在用,3C4112,3D4111
G181337003001520010,长直虚-长直收费门架,路段收费门架,虚拟门架,,36.46564381,120.4017335,在用,3D4111,3C4112
G181337003001610010,灵山-灵山虚收费门架,路段收费门架,虚拟门架,,36.49361637,120.4708351,在用,3C4114,3D4113
G181337003001620010,灵山虚-灵山收费门架,路段收费门架,虚拟门架,,36.4936889,120.470816,在用,3D4113,3C4114
G181337003001710010,威青华山-威青华山虚收费门架,路段收费门架,虚拟门架,,36.50382665,120.5238923,在用,3C4116,3D4115
G181337003001720010,威青华山虚-威青华山收费门架,路段收费门架,虚拟门架,,36.50399025,120.5239251,在用,3D4115,3C4116
G181337003001810010,店集-店集虚收费门架,路段收费门架,虚拟门架,,36.57869696,120.6615435,在用,3C4110,3D410F
G181337003001820010,店集虚-店集收费门架,路段收费门架,虚拟门架,,36.57878764,120.6614509,在用,3D410F,3C4110
G181537001000120250,潍城西-于河枢纽门架,路段收费门架,实体门架,,36.737205,118.960945,在用,3D6721,3C671E
G181537001000210020,潍城西-潍坊南门架,路段收费门架,实体门架,,36.625299,118.955177,在用,3C6702,3D6720
G181537001000410040,昌乐南-安丘南门架,路段收费门架,实体门架,,36.471511,119.127915,在用,3C6704,3D6717
G181537001000510050,安丘南-安丘官庄门架,路段收费门架,实体门架,,36.338203,119.175327,备用,3C6705,3D6716
G181537001000610060,安丘官庄-诸城石桥子门架,路段收费门架,实体门架,,36.249037,119.194532,在用,3C6706,3D6715
G181537001000710070,诸城石桥子-诸城枢纽门架,路段收费门架,实体门架,,36.144433,119.240909,在用,3C6707,3D6725
G181537001000810120,诸城枢纽-诸城龙都门架,路段收费门架,实体门架,,35.938811,119.267498,在用,3C6724,3D6714
G181537001000910080,诸城龙都-五莲北门架,路段收费门架,实体门架,,35.826292,119.280361,在用,3C671F,3D6713
G181537001001110090,五莲北-五莲门架,路段收费门架,实体门架,,35.780949,119.2795,在用,3C6709,3D6712
G181537001001210100,五莲-街头门架,路段收费门架,实体门架,,35.609906,119.285812,在用,3C670A,3D6711
G181537001001310110,街头-陈疃北门架,路段收费门架,实体门架,,35.57622,119.289988,在用,3C670B,3D6710
G181537001001410130,陈疃北-陈疃枢纽门架,路段收费门架,实体门架,,35.50343,119.295512,在用,3C670D,3D670E
G181537001001520140,陈疃枢纽-陈疃北门架,路段收费门架,实体门架,,35.501924,119.296346,在用,3D670E,3C670D
G181537001001620160,陈疃北-街头门架,路段收费门架,实体门架,,35.575993,119.29022,在用,3D6710,3C670B
G181537001001720170,街头-五莲门架,路段收费门架,实体门架,,35.609426,119.286174,在用,3D6711,3C670A
G181537001001820180,五莲-五莲北门架,路段收费门架,实体门架,,35.763359,119.28344,在用,3D6712,3C6709
G181537001001920190,五莲北-诸城龙都门架,路段收费门架,实体门架,,35.825625,119.280744,在用,3D6713,3C671F
G181537001002120200,诸城龙都-诸城枢纽门架,路段收费门架,实体门架,,35.938547,119.267927,在用,3D6714,3C6724
G181537001002220150,诸城枢纽-诸城石桥子门架,路段收费门架,实体门架,,36.143123,119.241901,在用,3D6725,3C6707
G181537001002320210,诸城石桥子-安丘官庄门架,路段收费门架,实体门架,,36.248755,119.19489,在用,3D6715,3C6706
G181537001002420220,安丘官庄-安丘南门架,路段收费门架,实体门架,,36.337553,119.175902,备用,3D6716,3C6705
G181537001002520230,安丘南-昌乐南门架,路段收费门架,实体门架,,36.471038,119.128616,在用,3D6717,3C6704
G181537001002720260,潍坊南-潍城西门架,路段收费门架,实体门架,,36.62451,118.955566,在用,3D6720,3C6702
G181537001002910010,潍城西-潍城西虚收费门架,路段收费门架,虚拟门架,,36.72215658,118.9517756,在用,3C673B,3D673A
G181537001002920010,潍城西虚-潍城西收费门架,路段收费门架,虚拟门架,,36.72241293,118.9517375,在用,3D673A,3C673B
G181537001003010010,潍坊南-潍坊南虚收费门架,路段收费门架,虚拟门架,,36.60402694,118.9679533,在用,3C6734,3D673D
G181537001003020010,潍坊南虚-潍坊南收费门架,路段收费门架,虚拟门架,,36.60390133,118.9677936,在用,3D673D,3C6734
G181537001003110010,昌乐南-昌乐南虚收费门架,路段收费门架,虚拟门架,,36.487188,119.1096583,在用,3C6736,3D6735
S002937003001910090,和庄-苗山门架,路段收费门架,实体门架,,36.34407872,117.7999417,在用,3C3208,3D320B
S002937003002010100,苗山-莱芜枢纽门架,路段收费门架,实体门架,,36.31528068,117.772072,在用,3C3209,3D320A
S002937003002120110,莱芜枢纽-苗山门架,路段收费门架,实体门架,,36.31477063,117.7715699,在用,3D320A,3C3209
S002937003002420120,苗山-和庄门架,路段收费门架,实体门架,,36.34356194,117.8001219,在用,3D320B,3C3208
S002937003002520130,和庄-博山门架,路段收费门架,实体门架,,36.42437718,117.8100704,在用,3D320C,3C3207
S002937003003420340,博山-博山北门架,路段收费门架,实体门架,,36.5553039,117.8379644,在用,3D3110,3C310F
S002937003003520350,博山北-淄川门架,路段收费门架,实体门架,,36.64600295,117.8739428,在用,3D3111,3C310E
S002937003003620360,淄川-文昌湖门架,路段收费门架,实体门架,,36.71595681,117.9224543,在用,3D3112,3C310D
S002937003003720370,文昌湖-淄博新区门架,路段收费门架,实体门架,,36.763099,117.938246,在用,3D3113,3C310C
S002937003003820380,淄博新区-淄博西门架,路段收费门架,实体门架,,36.82810253,117.9519557,在用,3D3114,3C310B
S002937003004610010,博山北-博山北虚收费门架,路段收费门架,虚拟门架,,36.57778051,117.853591,在用,3C6F01,3D6F10
S002937003004620010,博山北虚-博山北收费门架,路段收费门架,虚拟门架,,36.57773472,117.8536235,在用,3D6F10,3C6F01
S002937003004710010,和庄-和庄虚收费门架,路段收费门架,虚拟门架,,36.40951555,117.8118181,在用,3C6F03,3D6F02
S002937003004720010,和庄虚-和庄收费门架,路段收费门架,虚拟门架,,36.40942822,117.8117779,在用,3D6F02,3C6F03
S002937003004810010,苗山-苗山虚收费门架,路段收费门架,虚拟门架,,36.32374123,117.7878977,在用,3C6F05,3D6F04
S002937003004820010,苗山虚-苗山收费门架,路段收费门架,虚拟门架,,36.32376561,117.787865,在用,3D6F04,3C6F05
S002937004000110010,博莱枢纽-平邑北虚收费门架,路段收费门架,实体门架,,35.676074,117.744407,在用,3C8E0F,3D8E10
S002937004000210020,平邑北虚-蒙山虚收费门架,路段收费门架,实体门架,,35.64505,117.7322,在用,3C8E11,3D8E12
S002937004000310030,蒙山虚-平邑枢纽收费门架,路段收费门架,实体门架,,35.491023,117.778053,在用,3C8E13,3D8E14
S002937004000410040,平邑枢纽-平邑南虚收费门架,路段收费门架,实体门架,,35.317045,117.642713,在用,3C8E15,3D8E16
S002937004000510050,平邑南虚-白彦虚收费门架,路段收费门架,实体门架,,35.242001,117.597552,在用,3C8E17,3D8E18
S002937004000610060,白彦虚-山亭虚收费门架,路段收费门架,实体门架,,35.213981,117.583589,在用,3C8E19,3D8E1A
S002937004000720070,山亭虚-白彦虚收费门架,路段收费门架,实体门架,,35.210039,117.5814,在用,3D8E1A,3C8E19
S002937004000820080,白彦虚-平邑南虚收费门架,路段收费门架,实体门架,,35.24105,117.597767,在用,3D8E18,3C8E17
S002937004000920090,平邑南虚-平邑枢纽收费门架,路段收费门架,实体门架,,35.3214,117.644942,备用,3D8E16,3C8E15
S002937004001020100,平邑枢纽-蒙山虚收费门架,路段收费门架,实体门架,,35.490937,117.784014,在用,3D8E14,3C8E13
S002937004001120110,蒙山虚-平邑北虚收费门架,路段收费门架,实体门架,,35.644989,117.732237,在用,3D8E12,3C8E11
S002937004001220120,平邑北虚-博莱枢纽收费门架,路段收费门架,实体门架,,35.675271,117.74311,在用,3D8E10,3C8E0F
G201137001001610010,城阳北-城阳北虚收费门架,路段收费门架,虚拟门架,,36.32492862,120.4240635,在用,3C7524,3D7523
G201137001001620010,城阳北虚-城阳北收费门架,路段收费门架,虚拟门架,,36.32482309,120.4240592,在用,3D7523,3C7524
G201137001001710010,夏庄虚-青岛西虚收费门架,路段收费门架,虚拟门架,,36.243371,120.413056,备用,3C7525,3D7526
G201137001001720020,青岛西虚-夏庄虚收费门架,路段收费门架,虚拟门架,,36.24331,120.412831,备用,3D7526,3C7525
G201137002000210010,即墨西-普东南枢纽门架,路段收费门架,实体门架,,36.38145077,120.3791611,在用,3C7601,3D7608
G201137002000310020,普东南枢纽-普东门架,路段收费门架,实体门架,,36.45718979,120.3167058,在用,3C7602,3D7607
G201137002000410030,普东-移风门架,路段收费门架,实体门架,,36.46659737,120.3016944,在用,3C7603,3D7606
G201137002000510040,移风-南村临枢纽门架,路段收费门架,实体门架,,36.55449528,120.1947143,在用,3C7604,3D7605
G201137002000620050,南村临枢纽-移风门架,路段收费门架,实体门架,,36.55582777,120.1928599,在用,3D7605,3C7604
G201137002000720060,移风-普东门架,路段收费门架,实体门架,,36.46684053,120.3009314,在用,3D7606,3C7603
G201137002000820070,普东-普东南枢纽门架,路段收费门架,实体门架,,36.45753098,120.3159337,在用,3D7607,3C7602
G201137002000920080,普东南枢纽-即墨西门架,路段收费门架,实体门架,,36.38142677,120.3781779,在用,3D7608,3C7601
G201137002001110010,即墨西-即墨西虚收费门架,路段收费门架,虚拟门架,,36.37661838,120.386995,在用,3C760A,3D7609
G201137002001120010,即墨西虚-即墨西收费门架,路段收费门架,虚拟门架,,36.37665938,120.3868372,在用,3D7609,3C760A
S001237001000720010,无棣东虚-无棣东收费门架,路段收费门架,虚拟门架,,37.70312482,117.72319,在用,3D4805,3C4806
S001237001000810010,阳信-阳信虚收费门架,路段收费门架,虚拟门架,,37.68435194,117.6373521,在用,3C4808,3D4807
S001237001000820010,阳信虚-阳信收费门架,路段收费门架,虚拟门架,,37.684356,117.6371771,在用,3D4807,3C4808
S001237002000110010,阳信-庆云门架,路段收费门架,实体门架,,37.70199843,117.4310973,在用,3C4901,3D4914
S001237002000310030,乐陵-济乐滨德门架,路段收费门架,实体门架,,37.676051,117.1505,在用,3C4903,3D4912
S001237002000410040,济乐滨德-宁津门架,路段收费门架,实体门架,,37.56931287,116.8177096,在用,3C4904,3D4911
S001237002000510050,宁津-德州东门架,路段收费门架,实体门架,,37.56346,116.765191,在用,3C4905,3D4910
S001237002000610060,德州东-德州北枢纽门架,路段收费门架,实体门架,,37.47721383,116.4289849,在用,3C4906,3D490F
S001237002000710070,德州北枢纽-德州北门架,路段收费门架,实体门架,,37.500223,116.367883,在用,3C4907,3D490E
S001237002000810080,德州北-德州西门架,路段收费门架,实体门架,,37.51199059,116.3335988,在用,3C4908,3D490D
S001237002000910090,德州西-滨德鲁冀门架,省界收费门架,实体门架,省界出口,37.51711839,116.3105403,在用,3E4909,3F490B
S001237002000910210,德州西-滨德鲁冀门架,省界收费门架,实体门架,省界出口,37.51819129,116.3049711,在用,3E4909,3F490B
S001237002001020100,滨德鲁冀-德州西门架,省界收费门架,实体门架,省界入口,37.51862649,116.2951616,在用,3F490B,3E4909
S001237002001020220,滨德鲁冀-德州西门架,省界收费门架,实体门架,省界入口,37.51816472,116.2894832,在用,3F490B,3E4909
S001237002001120110,德州西-德州北门架,路段收费门架,实体门架,,37.51190163,116.3322886,在用,3D490D,3C4908
S002937003003920390,淄博西-淄博西枢纽门架,路段收费门架,实体门架,,36.85108753,117.9597669,在用,3D3115,3C310A
S003837004002510250,青云枢纽-临沭西虚收费门架,路段收费门架,实体门架,,34.972455,118.616685,在用,3C8B19,3D8B1A
S003837004002620260,临沭西虚-青云枢纽收费门架,路段收费门架,实体门架,,34.971952,118.616134,在用,3D8B1A,3C8B19
S003837004002710270,临沭西虚-梅埠虚收费门架,路段收费门架,实体门架,,34.956903,118.584717,在用,3C8B1B,3D8B1C
S003837004002820280,梅埠虚-临沭西虚收费门架,路段收费门架,实体门架,,34.956044,118.582887,在用,3D8B1C,3C8B1B
S003837004003710290,梅埠虚-郯城北虚收费门架,路段收费门架,实体门架,,34.903379,118.475058,在用,3C8B1D,3D8B1E
S003837004003820300,郯城北虚-梅埠虚收费门架,路段收费门架,实体门架,,34.903315,118.474545,在用,3D8B1E,3C8B1D
S003837004004710310,郯城北虚-册山虚收费门架,路段收费门架,实体门架,,34.900655,118.351951,在用,3C8B1F,3D8B20
S003837004004820320,册山虚-郯城北虚收费门架,路段收费门架,实体门架,,34.900538,118.350902,在用,3D8B20,3C8B1F
S003837004004910330,册山虚-罗庄虚收费门架,路段收费门架,实体门架,,34.90093,118.301748,在用,3C8B21,3D8B22
S003837004005020340,罗庄虚-册山虚收费门架,路段收费门架,实体门架,,34.900911,118.300775,在用,3D8B22,3C8B21
S003837004005110350,罗庄虚-临枣京沪枢纽收费门架,路段收费门架,实体门架,,34.900786,118.238343,在用,3C8B23,3D8B24
S003837004005220360,临枣京沪枢纽-罗庄虚收费门架,路段收费门架,实体门架,,34.900779,118.237991,在用,3D8B24,3C8B23
S006237001000110010,机场北枢纽互通-胶莱门架,路段收费门架,实体门架,,36.40388021,120.1023036,在用,3C7F03,3D7F04
